615.87	565.01
640.35	543.37
675.41	543.14
710.8	557.57
740.72	582.48
817.95	592.88
869.97	582.35
922.96	587.55
970.11	612.63
998.92	652.95
765.09	646.8
749.64	687.18
733.62	727.02
717.37	768.22
680.5	795.09
699.05	810.36
720.12	822.11
748.49	821.35
775.92	819.49
647.76	626.69
671.86	613.51
701.84	620.87
724.28	647.9
695.73	648.68
665.66	643.01
837.06	672.31
870.54	654.74
903.73	662.22
929.1	685.11
900.29	691.23
867.17	685.24
642.86	873.32
667.03	864.43
694.43	863.17
712.83	874.38
738.51	873.68
777.45	890.4
818.89	911.54
769.71	926.61
728.74	929.73
702.25	926.12
681.11	918.56
659.05	901.62
691.25	885.97
710.59	892.95
735.83	896.14
732.44	899.17
707.09	895.63
687.62	888.08
