158.12	334.33
180.53	305.35
214.83	289.46
252.53	287.63
287.21	297.66
338.81	295.4
366.74	283.29
395.9	280.96
422.52	290.87
438	313.72
321.15	331.72
328.07	353.08
335.64	373.83
343.51	396.11
305.7	441.61
323.37	442.32
339.49	442.94
352.77	439.58
364.74	435.44
203.7	355.8
222.33	337.49
245.9	334.84
266.46	350.99
247.63	357.57
224.17	360.62
356.36	345.54
374.37	327.23
396.31	327.35
412.26	342.74
398.61	349.03
377.23	349.57
279.23	527.99
304.41	497.75
328.79	482.03
343.29	484.93
356.91	479.73
376.81	492.33
390.87	516.47
379.36	528.4
363.21	533.14
348.45	535.37
332.8	536.12
307.98	534.72
329.86	502.55
344.23	501.46
358.06	499.86
359.77	510.88
345.8	512.96
331.19	513.72
