486.49	1396.7
501.44	1378.4
539.31	1390.3
586.54	1411.8
636.58	1445.1
810.08	1429.5
927.8	1376.9
1058.9	1357
1182.8	1377.3
1297.6	1425.4
723.55	1566.9
700.47	1665.6
673.44	1763.1
647.79	1861.8
622.26	1934.6
664.83	1976.9
725.23	1994.8
799.59	1974.7
873.87	1950.8
559.52	1560.6
590.03	1521.8
652.32	1523.3
715.49	1564.4
653.18	1585.3
592.4	1589.2
938.26	1562.4
1002.8	1513.6
1087	1518.5
1168.8	1550.2
1091.6	1582.3
1008	1583
709.18	2158.6
697.37	2118.2
726.01	2101.1
757.42	2117.3
801.38	2103
919.72	2124.2
1050.7	2159.8
940.43	2224.3
839.05	2256.7
791.23	2257.4
754.5	2246.9
724.28	2205.6
737.93	2155.2
767.81	2159.3
811.04	2158.2
818.72	2175.7
775.95	2173.8
745.42	2160.7
