404.64	161.71
422.91	137.76
453.1	128.28
485.45	130.27
514.13	141.84
554.42	134.09
583.09	116.46
615.22	109.17
647.19	114.43
668.83	135.01
538.95	168.7
541.84	197.73
544.76	226.34
548.07	256.25
511.62	272.64
531.03	279.14
551.68	283.92
571.05	274.63
587.97	265.56
442.69	182.33
459.68	172.26
479.28	170.92
498.87	180.43
480.64	183.97
460.92	185.97
579.25	171.09
597.12	156.87
616.46	154.46
634.91	160.45
619.52	167.21
600.22	170.26
482.48	318.52
509.66	309.91
537.51	305.91
555.95	308.27
576.93	302.18
605.98	300.7
634.57	302.74
610.98	342.73
584.52	362.15
561.81	367.21
541.64	366.8
511.85	353.67
538.8	315.45
557.22	315.95
578.56	311.2
581.06	344.01
559.07	349.27
539.72	348.32
